Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-05-06 00:00:00-04:00,267.8135431011387,268.2040343796908,263.85267559963825,264.2896728515625,73632600,0.0,0.0,0.0
2020-05-07 00:00:00-04:00,267.5439426668808,269.43139315175324,266.967484150507,267.4788513183594,75250400,0.0,0.0,0.0
2020-05-08 00:00:00-04:00,270.64936421519207,272.37876790046585,269.50572583663035,271.9045715332031,76452400,0.0,0.0,0.0
2020-05-11 00:00:00-04:00,269.9520922042716,273.355087515024,269.5244017129143,271.9604187011719,79514200,0.0,0.0,0.0
2020-05-12 00:00:00-04:00,273.1598177686605,273.5782013512031,266.400305353087,266.539794921875,95870800,0.0,0.0,0.0
2020-05-13 00:00:00-04:00,265.97267459299303,267.0233297826381,259.3712356323015,261.82586669921875,144721100,0.0,0.0,0.0
2020-05-14 00:00:00-04:00,259.3619370436062,265.0893523402095,253.8204322004255,264.9591979980469,121977900,0.0,0.0,0.0
2020-05-15 00:00:00-04:00,262.5417149243361,266.22363214528747,261.58404360456876,266.1771545410156,111146300,0.0,0.0,0.0
2020-05-18 00:00:00-04:00,272.47174005396664,275.9119338989258,272.1463400851935,274.2848205566406,119703800,0.0,0.0,0.0
2020-05-19 00:00:00-04:00,273.68053054339833,275.4099063452101,271.44906599686874,271.4676513671875,95189300,0.0,0.0,0.0
2020-05-20 00:00:00-04:00,275.0472739526494,276.9533098533053,274.81482916600316,276.0793151855469,85861700,0.0,0.0,0.0
2020-05-21 00:00:00-04:00,275.94916038043874,276.7673705679493,273.0668393561112,274.17327880859375,78293900,0.0,0.0,0.0
2020-05-22 00:00:00-04:00,273.8850967884195,274.87066058212713,272.62988905126736,274.6940002441406,63958200,0.0,0.0,0.0
2020-05-26 00:00:00-04:00,280.7282149033498,280.96996656476796,274.71254260457005,278.0783386230469,88951400,0.0,0.0,0.0
2020-05-27 00:00:00-04:00,280.9048892618461,282.2530804607982,276.0235484288679,282.21588134765625,104817400,0.0,0.0,0.0
2020-05-28 00:00:00-04:00,283.25730465339865,285.29352392523583,281.01653276693713,281.6952819824219,90405200,0.0,0.0,0.0
2020-05-29 00:00:00-04:00,281.22097456225686,283.5454222785429,278.4409441734527,282.95037841796875,119090800,0.0,0.0,0.0
2020-06-01 00:00:00-04:00,282.29955760296286,284.7076823382841,281.7788835182777,284.0940246582031,55758300,0.0,0.0,0.0
2020-06-02 00:00:00-04:00,285.02384985499845,286.4929171253195,283.67568681534993,286.4464111328125,74267200,0.0,0.0,0.0
2020-06-03 00:00:00-04:00,288.45464918834904,291.22540102788236,288.1757268175862,290.2584228515625,92567600,0.0,0.0,0.0
2020-06-04 00:00:00-04:00,289.26364890531073,291.0209455509768,287.3761979014184,289.49609375,75794400,0.0,0.0,0.0
2020-06-05 00:00:00-04:00,294.9538897976216,298.71017764112366,294.8887984384263,296.91571044921875,150524700,0.0,0.0,0.0
2020-06-08 00:00:00-04:00,297.73388653430663,300.6998843524105,297.18532022972994,300.504638671875,73641200,0.0,0.0,0.0
2020-06-09 00:00:00-04:00,297.8083353250372,300.5790881970677,296.9343404048201,298.2639465332031,77479200,0.0,0.0,0.0
2020-06-10 00:00:00-04:00,298.84968786198516,299.75157495651126,295.8743826249924,296.599609375,95000800,0.0,0.0,0.0
2020-06-11 00:00:00-04:00,289.58896242257265,290.2305122092479,278.9430097860382,279.5008544921875,209243600,0.0,0.0,0.0
2020-06-12 00:00:00-04:00,286.59512294243626,287.376134042086,277.6320664777444,282.8481140136719,194678900,0.0,0.0,0.0
2020-06-15 00:00:00-04:00,277.0927733501549,286.63231655316565,275.902657167633,285.4886779785156,135782700,0.0,0.0,0.0
2020-06-16 00:00:00-04:00,293.32673469941386,293.47550276747546,286.0651618513897,290.9836730957031,137627500,0.0,0.0,0.0
2020-06-17 00:00:00-04:00,292.0157652122525,292.3133013713127,289.0311534988338,289.7749938964844,83398900,0.0,0.0,0.0
2020-06-18 00:00:00-04:00,288.240897490058,290.3700717136035,287.7760078277726,289.8865966796875,80828700,0.0,0.0,0.0
2020-06-19 00:00:00-04:00,293.3941931481743,293.5902980305546,286.25940676623287,288.2298889160156,135549600,1.366,0.0,0.0
2020-06-22 00:00:00-04:00,287.6228641629522,290.4805065865408,286.46487346827536,290.0789489746094,74649400,0.0,0.0,0.0
2020-06-23 00:00:00-04:00,292.75911323057716,293.7023317464779,291.0034317750071,291.4143371582031,68471200,0.0,0.0,0.0
2020-06-24 00:00:00-04:00,289.35053113495576,289.97623712344625,282.12238011582957,283.98077392578125,132813500,0.0,0.0,0.0
2020-06-25 00:00:00-04:00,283.40169371423343,287.295946403057,281.35651495311606,287.0251159667969,89468000,0.0,0.0,0.0
2020-06-26 00:00:00-04:00,285.9138815477473,286.1286820870505,279.6196016076711,280.2079162597656,127961000,0.0,0.0,0.0
2020-06-29 00:00:00-04:00,281.4779389998389,284.46630779928404,279.16192966820716,284.32623291015625,79773300,0.0,0.0,0.0
2020-06-30 00:00:00-04:00,283.8874030723538,289.6867618258457,283.7286609805707,287.9684143066406,113394800,0.0,0.0,0.0
2020-07-01 00:00:00-04:00,289.09837455626104,291.26496153342845,288.6314391818443,289.98553466796875,72396500,0.0,0.0,0.0
2020-07-02 00:00:00-04:00,293.45961136282335,294.8230835305679,290.91016179470836,291.5825500488281,69344200,0.0,0.0,0.0
2020-07-06 00:00:00-04:00,295.4486539949115,296.6720222706539,294.69222104577216,296.08367919921875,61713800,0.0,0.0,0.0
2020-07-07 00:00:00-04:00,294.5241365162976,296.52260493072396,292.6470473494368,293.0299377441406,82910000,0.0,0.0,0.0
